typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","208","DNK","Denmark","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3993.877","true","-1","N/A","0","false","3993.877","true","8234.22","false",,"147876.661","147876.661","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","218","ECU","Ecuador","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","262.245","true","-1","N/A","0","false","262.245","true","23","false",,"9709.859","9709.859","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","242","FJI","Fiji","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","632.871","true","-1","N/A","0","false","632.871","true","613.13","false",,"23432.566","23432.566","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","246","FIN","Finland","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","177.562","true","-1","N/A","0","false","177.562","true","210.11","false",,"6574.399","6574.399","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","251","FRA","France","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5674.817","true","-1","N/A","0","false","5674.817","true","1108.95","false",,"210114.86","210114.86","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","258","PYF","French Polynesia","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","418.627","true","-1","N/A","0","false","418.627","true","574.33","false",,"15500.018","15500.018","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","276","DEU","Germany","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21954.995","true","-1","N/A","0","false","21954.995","true","18259.16","false",,"812902.099","812902.099","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","288","GHA","Ghana","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1279.091","true","-1","N/A","0","false","1279.091","true","928.75","false",,"47359.413","47359.413","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","316","GUM","Guam","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.339","true","-1","N/A","0","false","1.339","true","2.66","false",,"49.578","49.578","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2211.01","true","-1","N/A","0","false","2211.01","true","226.2","false",,"81864.493","81864.493","6","false","true",
